form	lemma	POS	morph
དུས་སྦྱོར་	དུས་སྦྱོར་	NOUN
འི་	གི་	PART
རྣམ་	རྣམ་	NOUN
གྲངས་	གྲངས་	NOUN
མང་བོ་	མང་བོ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
བབས་པ་	བབས་པ་	VERB
འི་	གི་	PART
སྤྱི་དོན་	སྤྱི་དོན་	NOUN
ཙམ་	ཙམ་	DET
ཞིག་	ཅིག་	PART
སྨྲ་	སྨྲ་	VERB
ས་	གིས་	PART
ན་	ལ་	PART
།		PUNCT
མན་ངག་	མན་ངག་	NOUN
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཆག་	ཆག་	VERB
ལུགས་མ་	ལུགས་མ་	NO_POS
ལ་	ལ་	PART
བུ་	བུ་	NOUN
ཐོགས་	ཐོགས་	VERB
ཆག་པ་	ཆག་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
སྨྱུ་གུ་	སྨྱུ་གུ་	NOUN
ཁ་	ཁ་	PRON
དང་	དང་	NO_POS
སྡུམ་	སྡུམ་	NO_POS
ཆག་	ཆག་	VERB
གྲུམས་པ་	གྲུམས་པ་	NO_POS
བཞི་	བཞི་	NUM
། །		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
རྨ་	རྨ་	NOUN
ཅན་	ཅན་	PART
རྨ་	རྨ་	NOUN
མེད་	མེད་	VERB
གཉིས་	གཉིས་	NUM
སུ་	ལ་	PART
འདུ་	འདུ་	VERB
། །		PUNCT
ཆག་	ཆག་	VERB
རྟགས་	རྟགས་	NOUN
གྲང་	གྲང་	VERB
ཞིང་	ཅིང་	PART
འཁྲོག་	འཁྲོག་	NO_POS
ལ་	ལ་	PART
འགུལ་	འགུལ་	NO_POS
མི་	མི་	PART
ནུས་	ནུས་	VERB
།		PUNCT
རླུང་	རླུང་	NOUN
ཅན་	ཅན་	PART
སྦེག་	སྦེག་	NO_POS
དང་	དང་	NO_POS
སྡུམ་	སྡུམ་	NO_POS
ཆག་	ཆག་	VERB
གྲུམས་པ་	གྲུམས་པ་	NO_POS
དང་	དང་	NO_POS
། །		PUNCT
རྨ་	རྨ་	NOUN
ཅན་	ཅན་	PART
ཟ་	ཟ་	NOUN
གྱིས་	གིས་	PART
མ་	མ་	PART
ཐེག་	ཐེག་	VERB
གསོ་བ་	གསོ་བ་	VERB
དཀའ་	དཀའ་	VERB
། །		PUNCT
བཅོས་ཐབས་	བཅོས་ཐབས་	OTHER
བཅིང་	བཅིང་	NO_POS
དང་	དང་	NO_POS
ཁོང་	ཁོང་	PRON
སྨན་	སྨན་	NOUN
སྐྱོགས་	སྐྱོགས་	NOUN
ཀྱིས་	གིས་	PART
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
ཆག་	ཆག་	VERB
ལུགས་	ལུགས་	NOUN
དང་	དང་	NO_POS
ཆག་	ཆག་	VERB
རྟགས་	རྟགས་	NOUN
།		PUNCT
བཅོས་ཐབས་	བཅོས་ཐབས་	OTHER
གསུམ་	གསུམ་	NUM
ཞིབ་	ཞིབ་	NO_POS
ཏུ་	ལ་	PART
བཀོད་	བཀོད་	VERB
ཡོད་	ཡོད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
གལ་བོ་	གལ་བོ་	ADV
ཆེ་	ཆེ་	VERB
ལ་	ལ་	PART
ནན་ཏན་	ནན་ཏན་	NOUN
དང་	དང་	NO_POS
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ལ་	ལ་	PART
		
བརྒྱ་	བརྒྱ་	NUM
ཚ་	ཚ་	VERB
གྱི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
དུ་	ལ་	PART
ངེས་	ངེས་	VERB
དགོས་པ་	དགོས་པ་	VERB
ཕྱི་མ་	ཕྱི་མ་	ADJ
ལག་ལེན་	ལག་ལེན་	NOUN
གྱི་	གི་	PART
བཅོས་ཐབས་	བཅོས་ཐབས་	OTHER
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
བདག་	བདག་	PRON
གིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
ཐེངས་	ཐེངས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
རང་	རང་	PRON
ནུས་	ནུས་	VERB
གང་ཡོད་	གང་ཡོད་	NO_POS
ཀྱིས་	གིས་	PART
རུས་ཆག་	རུས་ཆག་	NO_POS
གསོ་བ་	གསོ་བ་	VERB
འི་	གི་	PART
ལག་ལེན་	ལག་ལེན་	NOUN
དངོ་	དངོ་	NOUN
ལ་	ལ་	PART
བོད་ལུགས་	བོད་ལུགས་	NOUN
གསོ་བ་	གསོ་བ་	VERB
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
གཞུང་ལུགས་	གཞུང་ལུགས་	NOUN
བེད་	བེད་	NO_POS
སྤྱད་	སྤྱད་	VERB
དེ་	སྟེ་	PART
ཅུང་ཟད་	ཅུང་ཟད་	ADV
བཤད་པ་	བཤད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ས་བཅད་	ས་བཅད་	NOUN
དང་པོ་	དང་པོ་	ADJ
།		PUNCT
དུས་	དུས་	NOUN
ཆག་	ཆག་	VERB
བཤད་པ་	བཤད་པ་	VERB
།		PUNCT
དོན་ཚན་	དོན་ཚན་	OTHER
དང་པོ་	དང་པོ་	ADJ
།		PUNCT
ཆག་	ཆག་	VERB
ལུགས་	ལུགས་	NOUN
།		PUNCT
ཆག་	ཆག་	VERB
ལུགས་	ལུགས་	NOUN
ནི་	ནི་	NO_POS
རུས་པ་	རུས་པ་	NOUN
ཆག་	ཆག་	VERB
གནས་	གནས་	NOUN
ཀྱི་	གི་	PART
ཤ་	ཤ་	NOUN
སྒྲིམས་	སྒྲིམས་	NO_POS
མི་	མི་	PART
འདྲ་བ་	འདྲ་བ་	VERB
དང་	དང་	NO_POS
བརྡབས་ཆག་	བརྡབས་ཆག་	NO_POS
གི་	གི་	PART
རྐྱེན་	རྐྱེན་	NOUN
མི་	མི་	PART
འདྲ་བ་	འདྲ་བ་	VERB
ར་	ལ་	PART
རྟེན་	རྟེན་	NOUN
ཆག་	ཆག་	VERB
ལུགས་	ལུགས་	NOUN
ཀྱང་	ཀྱང་	PART
མི་	མི་	PART
འདྲ་བ་	འདྲ་བ་	VERB
གཤམ་	གཤམ་	OTHER
གསལ་	གསལ་	VERB
ལྟ་	ལྟ་	OTHER
།		PUNCT
མན་ངག་	མན་ངག་	NOUN
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཆག་	ཆག་	VERB
ལུགས་མ་	ལུགས་མ་	NO_POS
ལ་	ལ་	PART
བུ་	བུ་	NOUN
ཐོགས་	ཐོགས་	VERB
ཆག་པ་	ཆག་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
སྨྱུ་གུ་	སྨྱུ་གུ་	NOUN
ཁ་	ཁ་	PRON
དང་	དང་	NO_POS
སྡུམ་	སྡུམ་	NO_POS
ཆག་	ཆག་	VERB
གྲུམས་པ་	གྲུམས་པ་	NO_POS
བཞི་	བཞི་	NUM
འོ་	གོ་	PART
། །		PUNCT
མ་ལ་	མ་ལ་	INTJ
བུ་	བུ་	NOUN
ཐོགས་	ཐོགས་	VERB
ཆག་པ་	ཆག་པ་	VERB
ཞེ་	ཅེས་	PART
གཏུག་	གཏུག་	VERB
སྐེ་	སྐེ་	NOUN
ཆག་པ་	ཆག་པ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
ཚིགས་	ཚིགས་	NOUN
ཀྱི་	གི་	PART
སྐེ་	སྐེ་	NOUN
ཆག་པ་	ཆག་པ་	VERB
དང་	དང་	NO_POS
རྐང་	རྐང་	NOUN
ཁ་དབྲག་	ཁ་དབྲག་	NO_POS
གི་	གི་	PART
གཅིག་	གཅིག་	NUM
ཆག་པ་	ཆག་པ་	VERB
།		PUNCT
སྒྱུ་	སྒྱུ་	NOUN
གུ་	གུ་	OTHER
ཁ་ཞེ་	ཁ་ཞེ་	NOUN
ས་	གིས་	PART
གསེགས་		NON_WORD
སྦྱོར་	སྦྱོར་	VERB
དུ་	ལ་	PART
ཆག་པ་	ཆག་པ་	VERB
།		PUNCT
དུམ་	དུམ་	NO_POS
ཆག་	ཆག་	VERB
ནི་	ནི་	NO_POS
ཆ་མཉམ་པ་	ཆ་མཉམ་པ་	NO_POS
ར་	ལ་	PART
ཆག་པ་	ཆག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གྲུམས་པ་	གྲུམས་པ་	NO_POS
ནི་	ནི་	NO_POS
ཆག་	ཆག་	VERB
སྣ་	སྣ་	NOUN
འཁྲུགས་པ་	འཁྲུགས་པ་	VERB
འམ་	གམ་	PART
སེར་ཁ་	སེར་ཁ་	NO_POS
འོ་	གོ་	PART
། །		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
ཧྲུག་	ཧྲུག་	NO_POS
ཆག་	ཆག་	VERB
དང་	དང་	NO_POS
།		PUNCT
གྲུམས་	གྲུམས་	NO_POS
ཆག་	ཆག་	VERB
ལེབ་	ལེབ་	NO_POS
ཆག་	ཆག་	VERB
སྣེ་	སྣེ་	NO_POS
གསུམ་	གསུམ་	NUM
རུས་ཆག་	རུས་ཆག་	NO_POS
བཅའ་	བཅའ་	VERB
གཤམ་	གཤམ་	OTHER
གསལ་	གསལ་	VERB
གྱི་	གི་	PART
དཔེ་རིས་	དཔེ་རིས་	OTHER
ལྟ་	ལྟ་	OTHER
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
		
དོན་ཚན་	དོན་ཚན་	OTHER
གཉིས་པ་	གཉིས་པ་	NUM
།		PUNCT
ཆག་	ཆག་	VERB
རྟགས་	རྟགས་	NOUN
།		PUNCT
མན་ངག་	མན་ངག་	NOUN
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཆག་	ཆག་	VERB
རྟགས་	རྟགས་	NOUN
གྲང་	གྲང་	VERB
ཞིང་	ཅིང་	PART
འཁྲོག་	འཁྲོག་	NO_POS
ལ་	ལ་	PART
འགུལ་	འགུལ་	NO_POS
མི་	མི་	PART
ནུས་	ནུས་	VERB
། །		PUNCT
རླུང་	རླུང་	NOUN
ཅན་	ཅན་	PART
སྦེག་	སྦེག་	NO_POS
དང་	དང་	NO_POS
སྡུམ་	སྡུམ་	NO_POS
ཆག་	ཆག་	VERB
གྲུམས་པ་	གྲུམས་པ་	NO_POS
དང་	དང་	NO_POS
། །		PUNCT
རྨ་	རྨ་	NOUN
ཅན་	ཅན་	PART
ཟ་	ཟ་	NOUN
ཀྱིས་	གིས་	PART
མ་	མ་	PART
ཐེག་	ཐེག་	VERB
གསོ་བ་	གསོ་བ་	VERB
དཀའ་	དཀའ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
བཞིན་	བཞིན་	NOUN
།		PUNCT
བི་	བི་	NO_POS
ཅིའི་	ཅིའི་	NO_POS
པུ་ཏི་	པུ་ཏི་	OTHER
ཁ་	ཁ་	PRON
སེ་	སེ་	NO_POS
ར་	ལ་	PART
གྱིས་	གིས་	PART
མགོ་རྨ་	མགོ་རྨ་	NO_POS
གསོ་བ་	གསོ་བ་	VERB
འི་	གི་	PART
སྐབས་	སྐབས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
གཅིག་	གཅིག་	NUM
ཕྱི་	ཕྱི་	NOUN
འི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
གཞི་	གཞི་	NOUN
བརྟག་པ་	བརྟག་པ་	VERB
།		PUNCT
		
རྩ་	རྩ་	NUM
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
བརྟག་པ་	བརྟག་པ་	VERB
།		PUNCT
རྩ་	རྩ་	NUM
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
བརྟག་པ་	བརྟག་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
རྩ་	རྩ་	NUM
ཐུང་བ་	ཐུང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གྲུམས་པ་	གྲུམས་པ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
མཁྲང་བ་	མཁྲང་བ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
དྲག་པ་	དྲག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྒོད་པ་	རྒོད་པ་	VERB
བྱུང་	བྱུང་	VERB
ན་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
ཞག་	ཞག་	NOUN
གསུམ་	གསུམ་	NUM
ན་	ནས་	PART
བབ་	བབ་	VERB
ན་	ལ་	PART
ཀླད་པ་	ཀླད་པ་	NOUN
ལ་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
བར་མ་	བར་མ་	ADJ
རྩུབ་	རྩུབ་	VERB
ཅིང་	ཅིང་	PART
དྲགས་	དྲགས་	NO_POS
ན་	ལ་	PART
ལྷ་བ་	ལྷ་བ་	VERB
ལ་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
ཐ་མ་	ཐ་མ་	ADJ
དྲགས་	དྲགས་	NO_POS
ན་	ལ་	PART
རྩ་	རྩ་	NUM
དང་	དང་	NO_POS
པགས་པ་	པགས་པ་	NOUN
ལ་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
རྩ་	རྩ་	NUM
སྤྱི་		
ཚ་	ཚ་	VERB
ན་	ལ་	PART
ཀླད་པ་	ཀླད་པ་	NOUN
འི་	གི་	PART
ཐོག་	ཐོག་	NOUN
ཏུ་	ལ་	PART
ཆུ་སེར་	ཆུ་སེར་	NOUN
ཕེབས་པ་	ཕེབས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
		
ཆུ་	ཆུ་	NOUN
ཡི་	གི་	PART
ན་	ནས་	PART
བརྟག་པ་	བརྟག་པ་	VERB
།		PUNCT
ཆུ་	ཆུ་	NOUN
ཡི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
བརྟག་པ་	བརྟག་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཆུ་	ཆུ་	NOUN
ཉུང་བ་	ཉུང་བ་	VERB
ཡང་ཡང་	ཡང་ཡང་	NO_POS
བྱུང་	བྱུང་	VERB
ན་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
སེ་	སེ་	NO_POS
ར་	ལ་	PART
ལ་	ལ་	PART
རླངས་པ་	རླངས་པ་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཆུ་	ཆུ་	NOUN
འཁྲུགས་པ་	འཁྲུགས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཀུ་ཡ་	ཀུ་ཡ་	NO_POS
		
ཡལ་བ་	ཡལ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཀུ་ཡ་	ཀུ་ཡ་	NO_POS
དྭངས་	དྭངས་	NO_POS
ཤིང་	ཅིང་	PART
ཚིག་	ཚིག་	NOUN
ན་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་པ་	ཡོད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ཀུ་ཡ་	ཀུ་ཡ་	NO_POS
འཐོར་	འཐོར་	VERB
ཞིང་	ཅིང་	PART
འདུ་	འདུ་	VERB
རུ་	ལ་	PART
མི་	མི་	PART
བཏུབ་		NON_WORD
ན་	ལ་	PART
ལྷ་བ་	ལྷ་བ་	VERB
བྱེར་བ་	བྱེར་བ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
དྲི་མ་	དྲི་མ་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རླངས་པ་	རླངས་པ་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
།		PUNCT
ཆུ་	ཆུ་	NOUN
ནག་	ནག་	VERB
ལ་	ལ་	PART
འཁྲུགས་	འཁྲུགས་	NO_POS
ན་	ལ་	PART
འཆི་	འཆི་	VERB
།		PUNCT
གཡ་	གཡའ་	NOUN
འི་	གི་	PART
ཆུ་	ཆུ་	NOUN
བཞིན་	བཞིན་	NOUN
བྱུང་	བྱུང་	VERB
ན་	ལ་	PART
འཆི་	འཆི་	VERB
།		PUNCT
ཆུ་	ཆུ་	NOUN
མདོག་	མདོག་	NOUN
མི་	མི་	PART
དམར་	དམར་	VERB
མི་སེར་	མི་སེར་	OTHER
མི་	མི་	PART
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
ཀུ་ཡ་	ཀུ་ཡ་	NO_POS
བར་མ་	བར་མ་	ADJ
ཆད་	ཆད་	VERB
ན་	ལ་	PART
བཟང་	བཟང་	VERB
ངོ་	གོ་	PART
། །		PUNCT
		
མིག་	མིག་	NOUN
ལ་	ལ་	PART
བརྟག་པ་	བརྟག་པ་	VERB
།		PUNCT
ཆུ་	ཆུ་	NOUN
ཡི་	གི་	PART
ན་	ནས་	PART
བརྟག་པ་	བརྟག་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
མིག་	མིག་	NOUN
ཆེ་ཆུང་	ཆེ་ཆུང་	ADJ
དུ་	ལ་	PART
མངོན་	མངོན་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
མིག་	མིག་	NOUN
ཤ་	ཤ་	NOUN
བབ་	བབ་	VERB
ན་	ལ་	PART
།		PUNCT
ཆུང་བ་	ཆུང་བ་	VERB
འི་	གི་	PART
ངོ་	ངོ་	NOUN
ན་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་པ་	ཡོད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
བྱ་	བྱ་	VERB
ཤི་བ་	ཤི་བ་	VERB
འི་	གི་	PART
མིག་	མིག་	NOUN
ལྟ་	ལྟ་	OTHER
ཆུང་	ཆུང་	VERB
ལ་	ལ་	PART
སྔོ་	སྔོ་	VERB
ན་	ལ་	PART
རུས་པ་	རུས་པ་	NOUN
འི་	གི་	PART
རྩ་	རྩ་	NUM
ཀླད་པ་	ཀླད་པ་	NOUN
ལ་	ལ་	PART
ཟུག་པ་	ཟུག་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
རུས་པ་	རུས་པ་	NOUN
ལ་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
མིག་སྤྲིན་	མིག་སྤྲིན་	NO_POS
གློ་བུ་	གློ་བུ་	OTHER
དུ་	ལ་	PART
དམར་པོ་	དམར་པོ་	ADJ
ར་	ལ་	PART
སོང་	སོང་	VERB
ན་	ལ་	PART
ཆག་པ་	ཆག་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
མིག་	མིག་	NOUN
འབྲི་	འབྲི་	VERB
ཚུགས་	ཚུགས་	VERB
སུ་	ལ་	PART
ལྟ་	ལྟ་	NOUN
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
ཆག་	ཆག་	VERB
སེར་པོ་	སེར་པོ་	ADJ
ར་	ལ་	PART
སོང་	སོང་	VERB
ན་	ལ་	PART
ཀླད་པ་	ཀླད་པ་	NOUN
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
ན་	ལ་	PART
རྣག་	རྣག་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
ཁྲག་	ཁྲག་	NOUN
གི་ལིང་	གི་ལིང་	NO_POS
ཏོག་	ཏོག་	NOUN
བྱུང་	བྱུང་	VERB
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
ཆག་པ་	ཆག་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
མིག་ཆུ་	མིག་ཆུ་	OTHER
ལྡེང་	ལྡེང་	NO_POS
ལྡེང་	ལྡེང་	NO_POS
བྱེད་	བྱེད་	VERB
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
རྩ་	རྩ་	NUM
དང་	དང་	NO_POS
ལྷ་བ་	ལྷ་བ་	VERB
ལ་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་པ་	ཡོད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
མིག་	མིག་	NOUN
མི་	མི་	PART
ཐེགས་	ཐེགས་	NO_POS
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
ཆག་པ་	ཆག་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
མིག་	མིག་	NOUN
སྒོང་	སྒོང་	NO_POS
ཤིང་	ཅིང་	PART
བསྲེགས་	བསྲེགས་	NO_POS
སུ་	ལ་	PART
ལྟ་	ལྟ་	NOUN
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
ཆག་པ་	ཆག་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
མིག་	མིག་	NOUN
ལྟག་	ལྟག་	NOUN
མིག་	མིག་	NOUN
ཏུ་	ལ་	PART
ལྟ་	ལྟ་	NOUN
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
ཆག་པ་	ཆག་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
སྣ་གོང་	སྣ་གོང་	NO_POS
དུ་	ལ་	PART
རྔུལ་	རྔུལ་	NOUN
ཆེ་	ཆེ་	VERB
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
ཆག་	ཆག་	VERB
གདོང་	གདོང་	NOUN
འཇིལ་	འཇིལ་	NO_POS
ན་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
སྣ་ཞོམ་	སྣ་ཞོམ་	NO_POS
ན་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
		
སྐྱོགས་	སྐྱོགས་	NOUN
བུ་	བུ་	NOUN
མང་	མང་	VERB
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
སྣ་ཁྲག་	སྣ་ཁྲག་	NO_POS
ཡོང་	ཡོང་	NO_POS
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
དབུགས་	དབུགས་	NOUN
རྒོད་	རྒོད་	NOUN
ཅིང་	ཅིང་	PART
ཐུང་	ཐུང་	VERB
ན་	ལ་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
མཆུ་	མཆུ་	NOUN
དྲེག་	དྲེག་	NOUN
ཆེ་	ཆེ་	VERB
ན་	ལ་	PART
ཡང་	ཀྱང་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
སྐོམ་	སྐོམ་	NOUN
དད་	དད་	VERB
ཆེ་བ་	ཆེ་བ་	VERB
དང་	དང་	NO_POS
ལྕེ་	ལྕེ་	NOUN
ཐུང་	ཐུང་	VERB
ལ་	ལ་	PART
སེར་བ་	སེར་བ་	NOUN
ལ་	ལ་	PART
ཡང་	ཀྱང་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡོད་	ཡོད་	VERB
།		PUNCT
སྐྲ་	སྐྲ་	NOUN
འི་	གི་	PART
འདབས་	འདབས་	NOUN
འད་	འདའ་	VERB
ར་	ལ་	PART
།		PUNCT
སྐྱུག་	སྐྱུག་	VERB
ན་	ལ་	PART
རུས་པ་	རུས་པ་	NOUN
ས་	གིས་	PART
ཀླད་པ་	ཀླད་པ་	NOUN
མནན་པ་	མནན་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
མིག་	མིག་	NOUN
ཡུན་རིང་	ཡུན་རིང་	NOUN
ལ་	ལ་	PART
མི་	མི་	PART
ཐེག་	ཐེག་	VERB
ན་	ལ་	PART
རུས་	རུས་	NOUN
འཁྲུགས་	འཁྲུགས་	NO_POS
ཡིན་	ཡིན་	NO_POS
།		PUNCT
མིག་	མིག་	NOUN
རིབ་རིབ་པོ་	རིབ་རིབ་པོ་	NO_POS
ར་	ལ་	PART
ལྟ་	ལྟ་	NOUN
ཞིང་	ཅིང་	PART
།		PUNCT
སྨྱོ་	སྨྱོ་	NO_POS
འབྲོག་	འབྲོག་	NOUN
བྱེད་	བྱེད་	VERB
ན་	ལ་	PART
རྩ་	རྩ་	NUM
འཁྲུགས་	འཁྲུགས་	NO_POS
ཡིན་	ཡིན་	NO_POS
།		PUNCT
མིག་	མིག་	NOUN
བུང་	བུང་	NO_POS
བུ་	བུ་	NOUN
འབོ་		
ནོན་པ་	ནོན་པ་	VERB
བཞིན་འཛུམ་	བཞིན་འཛུམ་	NO_POS
དཀའ་	དཀའ་	VERB
ན་	ལ་	PART
རྒྱ་	རྒྱ་	NOUN
འཁྲུགས་པ་	འཁྲུགས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།		PUNCT
སྨྲ་	སྨྲ་	VERB
ན་	ལ་	PART
ཉམ་	ཉམ་	NOUN
མི་	མི་	PART
ང་	ང་	PRON
ན་	ལ་	PART
།		PUNCT
སྤྱི་		
རྩ་	རྩ་	NUM
འཁྲུགས་	འཁྲུགས་	NO_POS
ལབ་འཆོལ་	ལབ་འཆོལ་	NO_POS
མང་	མང་	VERB
།		PUNCT
རྩ་	རྩ་	NUM
རྒྱ་	རྒྱ་	NOUN
འཁྲུགས་	འཁྲུགས་	NO_POS
ནི་	ནི་	NO_POS
ལྐུག་པ་	ལྐུག་པ་	NO_POS
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
།		PUNCT
རྩེ་ཆུང་	རྩེ་ཆུང་	NO_POS
དྲག་	དྲག་	VERB
ཏུ་	ལ་	PART
འཕར་	འཕར་	NO_POS
།		PUNCT
བ་སྤུ་	བ་སྤུ་	NOUN
ལྡོག་	ལྡོག་	VERB
སྙིང་	སྙིང་	NOUN
དྲག་	དྲག་	VERB
ཏུ་	ལ་	PART
ལྡིང་	ལྡིང་	VERB
།		PUNCT
ལུས་	ལུས་	NOUN
ཚ་	ཚ་	VERB
།		PUNCT
ཚིག་པ་	ཚིག་པ་	VERB
ཟ་	ཟ་	VERB
།		PUNCT
སྤྲོ་	སྤྲོ་	NO_POS
ཐུང་	ཐུང་	VERB
།		PUNCT
ཟ་	ཟ་	NOUN
ཀྱི་	གི་	PART
རོ་	རོ་	NOUN
མི་	མི་	PART
ཚོ་	ཚོ་	VERB
།		PUNCT
དང་ག་	དང་ག་	NO_POS
མི་	མི་	PART
བདེ་	བདེ་	VERB
།		PUNCT
ཟ་	ཟ་	NOUN
སྲན་མ་	སྲན་མ་	NOUN
མི་	མི་	PART
ཆོམ་	ཆོམ་	NO_POS
།		PUNCT
